source,building_id,longitude,latitude,height_m,층수,용도,종류
map2,3522,231061.91599970558,379465.6889581045,9.0,3,근린생활시설,주택외건물
map2,3523,231078.7208171424,379489.98647487763,9.0,3,근린생활시설,주택외건물
map2,3524,231015.3855552202,379415.18670174165,3.0,1,근린생활시설,주택외건물
map2,3525,230784.8958887361,380433.62527168327,12.0,4,주택,연립주택
map2,3526,230655.82833051452,380362.4871464947,12.0,4,근린생활시설,주택외건물
map2,3527,230858.2221014632,380307.5291026566,12.0,4,근린생활시설,주택외건물
map2,3528,231003.67724251808,379426.19500457693,6.0,2,주택,일반주택
map2,3529,230965.42447874078,379472.80842144246,21.0,7,근린생활시설,주택외건물
map2,3530,231002.45542522502,379500.3397591236,3.0,1,근린생활시설,주택외건물
map2,3531,231035.2616030389,379505.0528213985,3.0,1,근린생활시설,주택외건물
map2,3532,231044.90226338708,379495.2486673836,3.0,1,근린생활시설,주택외건물
map2,3533,231045.30410055327,379509.22562462935,9.0,3,주택,연립주택
map2,3534,231069.0915996156,379498.09295057616,3.0,1,근린생활시설,주택외건물
map2,3535,231073.95121313768,379510.90151263983,6.0,2,주택,일반주택
map2,3536,231057.77914930016,379518.8186633148,6.0,2,주택,일반주택
map2,3537,231023.2837585494,379489.56704388716,12.0,4,주택,연립주택
map2,3538,231040.34850612853,379500.87853689404,3.0,1,근린생활시설,주택외건물
map2,3539,231060.74917150146,379489.11238384957,6.0,2,주택,일반주택
map2,3540,230981.0229469506,379422.75004762516,12.0,4,근린생활시설,주택외건물
map2,3541,230999.19121530445,379473.97277576383,12.0,4,근린생활시설,주택외건물
map2,3542,231008.05446154997,379306.45799614076,6.0,2,자동차관련시설,주택외건물
map2,3543,231008.51192995076,379435.8936759315,6.0,2,주택,일반주택
map2,3544,230990.11275533287,379461.2395448601,6.0,2,주택,일반주택
map2,3545,231022.12174562103,379407.2131089972,3.0,1,근린생활시설,주택외건물
map2,3546,231027.38652199905,379404.52488868055,6.0,2,근린생활시설,주택외건물
map2,3547,231019.60794921056,379394.398396559,9.0,3,근린생활시설,주택외건물
map2,3548,230992.79544779117,379411.8621835707,9.0,3,근린생활시설,주택외건물
map2,3549,230977.81588409987,379443.9317282726,9.0,3,근린생활시설,주택외건물
map2,3550,230904.517873911,379548.82221934653,6.0,2,자동차관련시설,주택외건물
map2,3551,230912.0835557884,379744.0275725932,15.0,5,근린생활시설,주택외건물
map2,3552,230914.65399585015,379830.7141193097,12.0,4,근린생활시설,주택외건물
map2,3553,230922.32455328817,379839.479459369,12.0,4,주택,연립주택
map2,3554,230910.6807626251,380359.5872983668,12.0,4,주택,연립주택
map2,3555,230912.92514268757,380397.1787434687,9.0,3,근린생활시설,주택외건물
map2,3556,230917.02538255465,379947.7840808784,12.0,4,주택,연립주택
map2,3557,230924.32474346636,379928.7432583802,3.0,1,근린생활시설,주택외건물
map2,3558,230915.2874541096,379790.78318896226,15.0,5,주택,연립주택
map2,3559,230917.28174220992,379866.33944203897,6.0,2,근린생활시설,주택외건물
map2,3560,230906.14888629643,379847.7877417508,9.0,3,주택,연립주택
map2,3561,230896.67022179288,379815.404556219,3.0,1,근린생활시설,주택외건물
map2,3562,230903.34184657672,380372.8830645437,12.0,4,주택,연립주택
map2,3563,230895.50488455303,380385.9831869194,12.0,4,주택,연립주택
map2,3564,230926.80391712894,380403.62042438524,12.0,4,근린생활시설,주택외건물
map2,3565,230992.19964556288,379913.0462732728,3.0,1,근린생활시설,주택외건물
map2,3566,230960.12242836464,379952.874091163,15.0,5,근린생활시설,주택외건물
map2,3567,230959.6891061557,379882.5464081898,12.0,4,주택,연립주택
map2,3568,230961.05907627955,379798.46616203873,12.0,4,근린생활시설,주택외건물
map2,3569,230941.6348366604,380378.06714479596,12.0,4,주택,연립주택
map2,3570,230929.088001205,380370.8296495383,12.0,4,근린생활시설,주택외건물
map2,3571,231068.43935188948,379800.22152008204,3.0,1,근린생활시설,주택외건물
map2,3572,230941.7710439576,379933.2753790425,12.0,4,주택,연립주택
map2,3573,230982.91689465992,379920.8734128841,3.0,1,근린생활시설,주택외건물
map2,3574,230987.4302058617,379925.15108525107,3.0,1,기타시설,무벽건물
map2,3575,230942.58330046746,379897.2108887138,12.0,4,노유자(노인및어린이)시설,주택외건물
map2,3576,230981.33959607346,379904.2867633393,12.0,4,근린생활시설,주택외건물
map2,3577,230894.7302070205,379854.13229618786,9.0,3,근린생활시설,주택외건물
map2,3578,230904.3196977327,379938.10806439974,3.0,1,근린생활시설,주택외건물
map2,3579,230906.11016008534,380410.08511820645,9.0,3,근린생활시설,주택외건물
map2,3580,230898.85934582082,380352.65426060493,12.0,4,근린생활시설,주택외건물
map2,3581,230896.8729364912,380423.8010774047,12.0,4,주택,연립주택
map2,3582,230944.26764065013,380360.3437680991,12.0,4,근린생활시설,주택외건물
map2,3583,230997.67486830757,379841.7191992286,9.0,3,근린생활시설,주택외건물
map2,3584,231031.61872917597,379885.0210041042,12.0,4,근린생활시설,주택외건물
map2,3585,230769.19018441296,379314.56046416424,3.0,1,기타시설,무벽건물
map2,3586,230667.44956871317,379269.04067121155,3.0,1,근린생활시설,주택외건물
map2,3587,230741.76961577847,379284.70542575116,3.0,1,기타시설,무벽건물
map2,3588,230683.9650154214,379298.90825073817,3.0,1,종교시설,무벽건물
map2,3589,230662.4843725331,379248.6132641314,3.0,1,근린생활시설,주택외건물
map2,3590,230715.87877870578,379279.8454858467,3.0,1,종교시설,주택외건물
map2,3591,230786.75994230458,379382.44840463606,3.0,1,자동차관련시설,무벽건물
map2,3592,230758.3266148207,379323.7368586915,3.0,1,근린생활시설,주택외건물
map2,3593,230770.0248094991,379281.36784058483,3.0,1,기타시설,무벽건물
map2,3594,230788.53641653416,379440.8437045668,3.0,1,기타시설,무벽건물
map2,3595,230649.88106252384,379204.69464068307,3.0,1,주택,일반주택
map2,3596,230717.48156640906,379219.27181803505,3.0,1,주택,일반주택
map2,3597,230662.487813489,379179.8755300599,3.0,1,주택,일반주택
map2,3598,230811.79616484986,379644.6542570958,3.0,1,공장,주택외건물
map2,3599,230683.3223871881,380674.1086897504,3.0,1,근린생활시설,주택외건물
map2,3600,230687.30678017848,380275.82301352563,3.0,1,근린생활시설,주택외건물
map2,3601,230690.01833842354,380270.0578818395,3.0,1,근린생활시설,주택외건물
map2,3602,230713.46204645708,380231.0981164998,3.0,1,근린생활시설,주택외건물
map2,3603,230722.30128578865,380307.6881412896,3.0,1,근린생활시설,주택외건물
map2,3604,230679.5360333941,380364.99456659076,3.0,1,근린생활시설,주택외건물
map2,3605,230482.3305847005,379588.2106481098,3.0,1,기타시설,가건물
map2,3606,230457.52062969524,379493.0558667655,3.0,1,기타시설,가건물
map2,3607,230511.8069406459,379331.51758444204,3.0,1,기타시설,가건물
map2,3608,230518.26381753755,379386.4278268064,3.0,1,기타시설,무벽건물
map2,3609,230517.3287412516,379398.6398315152,3.0,1,기타시설,가건물
map2,3610,230518.95810794082,379394.5712371212,3.0,1,기타시설,가건물
map2,3611,230487.19884138578,379428.33592472924,3.0,1,기타시설,가건물
map2,3612,230531.94439034283,379521.51700215414,3.0,1,기타시설,가건물
map2,3613,230544.43476026304,379557.100720013,3.0,1,주택,일반주택
map2,3614,230551.59842171054,379579.5960985314,3.0,1,주택,일반주택
map2,3615,230564.65995100886,379606.27296626556,3.0,1,주택,일반주택
map2,3616,230496.35197358896,379793.0421512634,3.0,1,주택,일반주택
map2,3617,230512.247403557,379705.4350532915,3.0,1,기타시설,가건물
map2,3618,230497.76355315372,379681.0002027218,3.0,1,기타시설,가건물
map2,3619,230485.90169015698,379631.32299888245,3.0,1,주택,일반주택
map2,3620,230481.58795125436,379645.7043583551,3.0,1,주택,일반주택
map2,3621,230456.67868730583,379723.46707069234,3.0,1,기타시설,가건물
map2,3622,230455.63966892308,379720.8739437533,3.0,1,기타시설,무벽건물
map2,3623,230470.61419637167,379762.45794549,3.0,1,기타시설,무벽건물
map2,3624,230454.56507136064,379757.6540478947,3.0,1,기타시설,무벽건물
map2,3625,230458.18547696222,379764.94774471904,3.0,1,기타시설,무벽건물
map2,3626,230458.78440593282,379828.59881655383,3.0,1,기타시설,무벽건물
map2,3627,230390.68175540626,379823.08398180985,3.0,1,기타시설,가건물
map2,3628,230372.2118780742,379820.85436804895,3.0,1,기타시설,무벽건물
map2,3629,230391.58492020037,379850.37659880053,3.0,1,기타시설,가건물
map2,3630,230386.246309575,379860.35920944787,3.0,1,기타시설,가건물
map2,3631,230399.3113744653,379878.5382868141,3.0,1,노유자(노인및어린이)시설,무벽건물
map2,3632,230385.77118953562,379928.99533548846,3.0,1,주택,일반주택
map2,3633,230845.0288180618,380383.99822869117,3.0,1,기타시설,가건물
map2,3634,230851.17186078613,380379.7688420761,3.0,1,기타시설,가건물
map2,3635,230759.7082725732,380459.7996975734,3.0,1,기타시설,가건물
map2,3636,231013.25299999997,380472.24749999994,3.0,1,근린생활시설,무벽건물
map2,3637,231057.0222122545,380473.56699549913,3.0,1,근린생활시설,주택외건물
map2,3638,230941.0889618275,380437.33487502637,3.0,1,근린생활시설,무벽건물
map2,3639,230985.28379609378,380436.44835154526,3.0,1,근린생활시설,주택외건물
map2,3640,230978.144490976,380437.81798959296,3.0,1,근린생활시설,주택외건물
map2,3641,230990.85900990694,379993.4107208249,3.0,1,근린생활시설,무벽건물
map2,3642,230991.899,379750.8815,3.0,1,기타시설,무벽건물
map2,3643,230995.27631013418,379754.71451025043,3.0,1,기타시설,무벽건물
map2,3644,230862.2483745351,379635.6399937145,3.0,1,기타시설,무벽건물
map2,3645,230946.5751243156,379693.1712307591,3.0,1,근린생활시설,주택외건물
map2,3646,230032.72251293846,379892.3618748101,3.0,1,기타시설,가건물
map2,3647,229961.90821680974,380133.2853558904,3.0,1,노유자(노인및어린이)시설,무벽건물
map2,3648,230471.4525284582,380507.2326184233,3.0,1,근린생활시설,무벽건물
map2,3649,230436.81685840868,380509.86672203965,3.0,1,근린생활시설,무벽건물
map2,3650,230341.59476619516,380540.917001525,3.0,1,근린생활시설,무벽건물
map2,3651,230308.30989491817,380553.2658661456,3.0,1,근린생활시설,무벽건물
map2,3652,230347.30992092058,380522.22872826876,3.0,1,근린생활시설,무벽건물
map2,3653,230682.39338669978,379383.8965319617,3.0,1,기타시설,가건물
map2,3654,230831.42215592737,380625.73119555967,3.0,1,근린생활시설,무벽건물
map2,3655,230828.98985597485,380606.5288243967,3.0,1,근린생활시설,무벽건물
map2,3656,230581.6363511928,379322.22518582625,3.0,1,기타시설,무벽건물
map2,3657,230874.02102802257,379793.8452866974,3.0,1,근린생활시설,가건물
map2,3658,230856.6284394927,379827.6014610079,3.0,1,기타시설,가건물
map2,3659,230904.63602125616,379861.45381883066,3.0,1,근린생활시설,주택외건물
map2,3660,230957.65261311436,379812.91918467777,3.0,1,기타시설,가건물
map2,3661,230976.97976485963,379820.63368296594,12.0,4,근린생활시설,주택외건물
map2,3662,230996.65090590352,379913.22887840855,3.0,1,기타시설,가건물
map2,3663,230927.31820105136,379939.6826386969,3.0,1,기타시설,가건물
map2,3664,230835.58166594408,379889.0441370972,3.0,1,노유자(노인및어린이)시설,무벽건물
map2,3665,230704.457469727,380185.80027831753,3.0,1,기타시설,무벽건물
map2,3666,230725.02862584463,380244.0308322464,3.0,1,기타시설,무벽건물
map2,3667,230733.55990269486,380296.46162054717,3.0,1,기타시설,가건물
map2,3668,230707.94805667453,380302.20914726704,3.0,1,기타시설,무벽건물
map2,3669,230712.22705703694,380304.54746594554,3.0,1,기타시설,무벽건물
map2,3670,230665.1533403096,380357.9521039805,3.0,1,기타시설,가건물
map2,3671,230669.36171365826,380325.0041747934,3.0,1,기타시설,무벽건물
map2,3672,230678.07668177513,380286.567116387,3.0,1,기타시설,무벽건물
map2,3673,230675.18981016104,380291.291302003,3.0,1,기타시설,무벽건물
map2,3674,230692.24769981418,380278.8960486588,3.0,1,기타시설,가건물
map2,3675,230688.97177695946,380267.99550222047,3.0,1,기타시설,가건물
map2,3676,230615.25234859748,380353.5690447639,3.0,1,종교시설,무벽건물
map2,3677,230679.84232150682,380368.58479887055,3.0,1,기타시설,가건물
map2,3678,230936.59461283142,380366.51685299893,3.0,1,기타시설,가건물
map2,3679,230881.33604362066,380404.15103506914,3.0,1,기타시설,가건물
map2,3680,230902.36216669052,380363.1833122318,3.0,1,기타시설,가건물
map2,3681,230329.36158299982,380665.2523141222,3.0,1,근린생활시설,주택외건물
map2,3682,230370.9294731329,380645.3736160916,3.0,1,근린생활시설,주택외건물
map2,3683,230390.1331564789,380632.61696122657,3.0,1,근린생활시설,주택외건물
map2,3684,230246.6869843496,379496.6917652792,6.0,2,주택,일반주택
map2,3685,230281.45882601006,379515.039658522,3.0,1,기타시설,무벽건물
map2,3686,230234.36923808994,379529.8248017897,3.0,1,주택,일반주택
map2,3687,230228.4285,379527.86799999996,3.0,1,기타시설,무벽건물
map2,3688,230327.83678451352,379506.7854054664,3.0,1,기타시설,무벽건물
map2,3689,230327.16679783835,379444.5514363136,3.0,1,기타시설,무벽건물
map2,3690,230315.08969496252,379458.34004459385,3.0,1,기타시설,가건물
map2,3691,230233.782153337,379464.36813020066,6.0,2,주택,일반주택
map2,3692,230245.8662547099,379464.1862592069,6.0,2,주택,일반주택
map2,3693,230178.49712548975,379461.70603760093,3.0,1,주택,일반주택
map2,3694,230176.37225717728,379452.8240321242,3.0,1,주택,일반주택
map2,3695,230324.9739581634,379416.31291441974,3.0,1,주택,일반주택
map2,3696,229863.84620969216,379157.2500172879,3.0,1,근린생활시설,무벽건물
map2,3697,229882.38201576777,379160.1708176104,3.0,1,기타시설,무벽건물
map2,3698,229939.0035452172,379236.8883605627,3.0,1,기타시설,무벽건물
map2,3699,229977.77453045128,379219.4034466105,3.0,1,기타시설,무벽건물
map2,3700,229975.0055097962,379255.93434448354,3.0,1,주택,일반주택
map2,3701,229985.6859023774,379251.9107497271,3.0,1,기타시설,무벽건물
map2,3702,231001.62617489172,379786.9099817418,3.0,1,근린생활시설,주택외건물
map2,3703,231023.15047275645,379161.99092225864,3.0,1,근린생활시설,무벽건물
map2,3704,230946.94322586982,379138.2424258059,3.0,1,기타시설,무벽건물
map2,3705,231077.79275560836,379515.69377592305,3.0,1,기타시설,가건물
map2,3706,230871.9624805564,379143.99130965397,3.0,1,근린생활시설,무벽건물
map2,3707,231077.4093324389,379172.36499926494,3.0,1,근린생활시설,무벽건물
map2,3708,231028.63122531318,379203.7708685274,3.0,1,기타시설,무벽건물
map2,3709,231038.43648482487,379207.60253540956,3.0,1,기타시설,무벽건물
map2,3710,231034.42551360023,379223.302156683,3.0,1,근린생활시설,무벽건물
map2,3711,231006.6478777019,379208.2343288584,3.0,1,근린생활시설,무벽건물
map2,3712,230812.81549703606,379218.14096282783,3.0,1,근린생활시설,무벽건물
map2,3713,230813.0061334378,379202.8828198759,3.0,1,근린생활시설,주택외건물
map2,3714,230827.01969053477,379227.1288738289,3.0,1,근린생활시설,주택외건물
map2,3715,230837.0021863467,379246.72881772125,3.0,1,근린생활시설,무벽건물
map2,3716,230875.14806543416,379246.2317584924,3.0,1,근린생활시설,무벽건물
map2,3717,230906.87639116164,379225.8272732361,3.0,1,근린생활시설,무벽건물
map2,3718,230887.71204846643,379227.9253669468,3.0,1,근린생활시설,주택외건물
map2,3719,230917.058403191,379211.2817162511,3.0,1,근린생활시설,주택외건물
map2,3720,230953.95209158838,379219.0222810414,3.0,1,근린생활시설,무벽건물
map2,3721,230973.48753426646,379223.1517315216,3.0,1,근린생활시설,무벽건물
map2,3722,230972.09312878916,379203.9651262338,3.0,1,근린생활시설,주택외건물
map2,3723,230986.25648713877,379465.6790836242,3.0,1,기타시설,무벽건물
map2,3724,231000.90422759127,379411.80082559714,3.0,1,근린생활시설,무벽건물
map2,3725,231040.39390084686,379258.9143757183,3.0,1,기타시설,가건물
map2,3726,230873.05429243765,379151.054168027,3.0,1,근린생활시설,무벽건물
map2,3727,230862.94720315636,379182.4451624332,3.0,1,근린생활시설,무벽건물
map2,3728,230194.2228400142,379197.3686103216,3.0,1,기타시설,무벽건물
map2,3729,230162.4125101584,379172.4730255095,3.0,1,기타시설,무벽건물
map2,3730,230138.8624305815,379171.1612754663,3.0,1,주택,일반주택
map2,3731,230140.1162691387,379179.2285049962,3.0,1,주택,일반주택
map2,3732,230149.4442774797,379186.382839093,3.0,1,주택,일반주택
map2,3733,230174.80872465266,379200.5514223528,3.0,1,기타시설,가건물
map2,3734,230181.29252555067,379199.5474703616,3.0,1,기타시설,가건물
map2,3735,230149.0445787309,379202.9562322383,3.0,1,주택,일반주택
map2,3736,230143.77903464294,379201.47135555185,3.0,1,주택,일반주택
map2,3737,230253.80971273003,379200.77850916167,6.0,2,근린생활시설,주택외건물
map2,3738,230229.7838582864,379206.4429808044,3.0,1,주택,일반주택
map2,3739,230225.1361244558,379206.020958187,3.0,1,주택,일반주택
map2,3740,230200.18132514565,379210.33312125015,3.0,1,기타시설,가건물
map2,3741,230206.39549460728,379170.69322650175,3.0,1,주택,일반주택
map2,3742,230370.16130288292,379193.6375689948,3.0,1,주택,일반주택
map2,3743,230383.00618180638,379210.940323239,3.0,1,주택,일반주택
map2,3744,229557.5078375581,379592.4053668668,3.0,1,교육연구시설,무벽건물
map2,3745,229547.27034550929,379620.5059608287,3.0,1,교육연구시설,무벽건물
map2,3746,229473.17690517733,379555.9132353916,3.0,1,교육연구시설,무벽건물
map2,3747,229465.2019981713,379600.1679485792,3.0,1,교육연구시설,주택외건물
map2,3748,229454.96254102717,379653.7334290143,3.0,1,교육연구시설,주택외건물
map2,3749,229372.00870147694,380511.1042276914,3.0,1,교육연구시설,무벽건물
map2,3750,229613.00586459416,380538.3964109011,3.0,1,교육연구시설,무벽건물
map2,3751,229605.92508699838,380566.654031282,3.0,1,교육연구시설,무벽건물
map2,3752,229564.27137142883,380581.1916886185,3.0,1,교육연구시설,무벽건물
map2,3753,230330.02364330506,379310.905808579,3.0,1,기타시설,무벽건물
map2,3754,230322.67339176053,379336.2405552443,3.0,1,기타시설,무벽건물
map2,3755,230348.61110468797,379333.8361683471,3.0,1,기타시설,무벽건물
map2,3756,230350.32505823948,379326.09311344044,3.0,1,주택,일반주택
map2,3757,230374.17550230346,379315.52683973336,3.0,1,기타시설,무벽건물
map2,3758,230337.20748415106,379288.90855686076,3.0,1,주택,일반주택
map2,3759,230343.18485845448,379287.64267276134,3.0,1,주택,일반주택
map2,3760,230354.19934451536,379288.62834805995,3.0,1,주택,일반주택
map2,3761,230309.65933642854,379273.9851157914,3.0,1,주택,일반주택
map2,3762,230313.87708375178,379281.03003659466,6.0,2,주택,일반주택
map2,3763,230028.06416916227,379296.27058397495,3.0,1,근린생활시설,무벽건물
map2,3764,229940.7360409467,379277.35080486385,3.0,1,주택,일반주택
map2,3765,229945.49170687018,379286.5526331575,3.0,1,기타시설,무벽건물
map2,3766,229923.8372319752,379303.54684889055,3.0,1,기타시설,무벽건물
map2,3767,229854.39756124333,379234.7870032375,3.0,1,기타시설,무벽건물
map2,3768,229865.70877076892,379225.96105972736,3.0,1,기타시설,무벽건물
map2,3769,229824.3829244079,379172.0984085395,3.0,1,기타시설,무벽건물
map2,3770,229809.8819124753,379152.83173342206,3.0,1,기타시설,무벽건물
map2,3771,229778.56181991572,379194.47666059353,3.0,1,주택,일반주택
map2,3772,229803.67550661037,379216.10941131075,3.0,1,기타시설,무벽건물
map2,3773,229814.65998408478,379234.26524147234,3.0,1,기타시설,무벽건물
map2,3774,229821.62003135183,379228.7040749852,3.0,1,기타시설,무벽건물
map2,3775,229850.6002342651,379275.81590049306,3.0,1,주택,일반주택
map2,3776,229872.61491419454,379324.46578052395,3.0,1,기타시설,무벽건물
map2,3777,229787.82752279297,379218.5518335903,3.0,1,기타시설,무벽건물
map2,3778,229751.76516335874,379209.9444429299,3.0,1,기타시설,무벽건물
map2,3779,229712.88315385877,379158.28191010456,3.0,1,기타시설,무벽건물
map2,3780,229580.513023353,380458.5633605713,3.0,1,교육연구시설,가건물
map2,3781,229584.60889100004,380448.9685967614,3.0,1,교육연구시설,가건물
map2,3782,229671.0474937182,380345.13307319203,3.0,1,교육연구시설,무벽건물
map2,3783,229724.77942341968,380390.38192208216,3.0,1,교육연구시설,가건물
map2,3784,229679.47578609674,380424.50526879716,3.0,1,교육연구시설,무벽건물
map2,3785,229683.48524523914,380553.62166091695,3.0,1,교육연구시설,무벽건물
map2,3786,231031.97693123439,379764.6929496358,3.0,1,근린생활시설,무벽건물
map2,3787,230308.9431591506,379449.7174566608,3.0,1,기타시설,무벽건물
map2,3788,229800.5491015271,379243.44262210187,12.0,4,주택,연립주택
map2,3789,229790.95694949522,379231.40245704434,12.0,4,주택,연립주택
map2,3790,229863.24527831777,379213.4783170456,3.0,1,주택,일반주택
map2,3791,229459.2593572501,380538.12195861747,12.0,4,교육연구시설,주택외건물
map2,3792,230255.38643637823,379180.2647208575,12.0,4,주택,연립주택
map2,3793,230797.81413565864,379155.1643260545,102.0,34,주택,아파트
map2,3794,231033.7480219331,379198.9059875504,93.0,31,주택,아파트
map2,3795,230967.4182245946,379195.27259150014,102.0,34,주택,아파트
map2,3796,230897.7857314055,379210.8668952104,90.0,30,주택,아파트
map2,3797,230827.82670361182,379209.7867505552,99.0,33,주택,아파트
map2,3798,230835.2152822837,379206.9894783602,3.0,1,노유자(노인및어린이)시설,주택외건물
map2,3799,230332.9179355467,379398.6794289117,3.0,1,주택,일반주택
map2,3800,230325.08690029246,379398.25717898546,3.0,1,주택,일반주택
map2,3801,230890.1552327943,380366.59642799903,12.0,4,주택,연립주택
map2,3802,230936.09136254323,379851.9902454864,12.0,4,주택,연립주택
map2,3803,230779.54234037624,380759.0456256833,6.0,2,근린생활시설,주택외건물
map2,3804,230976.38719478698,380028.6007589691,18.0,6,근린생활시설,주택외건물
map2,3805,230765.3194269656,380465.23922917515,9.0,3,근린생활시설,주택외건물
map2,3806,230378.33821438573,379860.656679063,6.0,2,주택,일반주택
map2,3807,230488.77326984852,379737.75301524723,3.0,1,주택,일반주택
map2,3808,230480.36930052045,379429.08725953056,3.0,1,주택,일반주택
map2,3809,230446.727905211,379561.50614639925,6.0,2,주택,일반주택
map2,3810,230382.5150989621,379563.6037771636,6.0,2,주택,일반주택
map2,3811,230385.62159894223,379614.32274203096,3.0,1,주택,일반주택
map2,3812,230591.5607536983,380814.8693409095,9.0,3,주택,연립주택
map2,3813,230586.98485025633,380827.1870112142,9.0,3,주택,연립주택
map2,3814,230603.61148110224,379422.4295397646,6.0,2,주택,일반주택
map2,3815,230869.90051715824,379528.8503317311,3.0,1,근린생활시설,주택외건물
map2,3816,229559.22902606265,379623.8738032085,9.0,3,교육연구시설,주택외건물
map2,3817,229450.84625743178,380403.07396233233,3.0,1,교육연구시설,무벽건물
map2,3818,229421.61454809242,380381.9741871796,3.0,1,교육연구시설,무벽건물
map2,3819,229359.6324621658,380290.47597487323,3.0,1,교육연구시설,무벽건물
map2,3820,230578.96861621566,379739.53316839284,3.0,1,의료시설,주택외건물
map2,3821,230768.2716087408,380802.6376831946,3.0,1,근린생활시설,가건물
map2,3822,230862.18572945677,380726.0645623239,3.0,1,근린생활시설,가건물
map2,3823,230909.13135790077,380750.35036266915,3.0,1,근린생활시설,주택외건물
map2,3824,230865.1249545862,380726.2895061985,3.0,1,근린생활시설,주택외건물
map2,3825,230358.26180464897,380391.56073589873,3.0,1,근린생활시설,주택외건물
map2,3826,230261.62754495267,380574.6675661374,3.0,1,근린생활시설,무벽건물
map2,3827,231047.81614360758,380093.6443795385,3.0,1,근린생활시설,무벽건물
map2,3828,231068.32239162564,380145.2398383873,3.0,1,근린생활시설,무벽건물
map2,3829,230576.07666896528,379690.0437332221,9.0,3,주택,아파트
map2,3830,231037.08692972414,379933.1721460885,30.0,10,주택,아파트
map2,3831,229412.38447821824,379798.0928649799,15.0,5,주택,연립주택
map2,3832,229336.64585747133,379812.86243449734,15.0,5,주택,연립주택
map2,3833,229372.40750514655,379914.0096453285,15.0,5,주택,연립주택
map2,3834,229394.93728144572,380436.1761320567,3.0,1,교육연구시설,무벽건물
map2,3835,229382.31693302994,379839.371734843,3.0,1,근린생활시설,주택외건물
map2,3836,229559.58410386092,379516.6880779009,9.0,3,교육연구시설,주택외건물
map2,3837,229762.22196949928,380666.3747168667,15.0,5,교육연구시설,주택외건물
map2,3838,229575.71178371125,379534.56791910867,3.0,1,교육연구시설,주택외건물
map2,3839,230114.12311145547,379178.57120862324,3.0,1,종교시설,무벽건물
map2,3840,230079.23521157392,379185.0935628926,3.0,1,종교시설,무벽건물
map2,3841,230593.99273509748,379640.35707251093,3.0,1,의료시설,가건물
map2,3842,230540.53963463745,379647.7619055275,27.0,9,주택,아파트
map2,3843,230573.11883919704,379670.9770770919,9.0,3,주택,아파트
map2,3844,230438.5795015691,380428.41190387285,45.0,15,주택,아파트
map2,3845,230392.4195320194,380393.8600963115,45.0,15,주택,아파트
map2,3846,230352.59732272054,380541.4638053571,45.0,15,주택,아파트
map2,3847,230395.60904713284,380506.51803974324,45.0,15,주택,아파트
map2,3848,230454.66363384045,380515.9752377394,45.0,15,주택,아파트
map2,3849,230490.34056716916,380444.2844120822,45.0,15,주택,아파트
map2,3850,230355.0029154336,380439.6845626404,45.0,15,주택,아파트
map2,3851,230286.97240582493,380552.0733387909,45.0,15,주택,아파트
map2,3852,230330.04749631038,380668.7409053391,6.0,2,주택,아파트
map2,3853,230381.18483987128,380642.2371869399,6.0,2,주택,아파트
map2,3854,230360.5104038701,380594.8834476334,3.0,1,근린생활시설,주택외건물
map2,3855,230812.13124075322,380189.82519044797,24.0,8,근린생활시설,주택외건물
map2,3856,230747.22795426677,380804.696645454,9.0,3,근린생활시설,주택외건물
map2,3857,230851.48172969423,380785.43676942016,6.0,2,근린생활시설,주택외건물
map2,3858,230992.97296980346,379701.6211267206,3.0,1,방송통신시설,주택외건물
map2,3859,231034.03139670406,379438.7823953969,15.0,5,주택,아파트
map2,3860,230976.9687202994,379663.3208102374,12.0,4,방송통신시설,주택외건물
map2,3861,230976.01293026877,379991.60326203366,6.0,2,근린생활시설,주택외건물
map2,3862,230995.78190833906,379984.001918695,45.0,15,주택,아파트
map2,3863,231025.9037131451,380385.79859356506,6.0,2,근린생활시설,주택외건물
map2,3864,231029.65812026683,380058.0090647005,36.0,12,주택,아파트
map2,3865,231005.74015864544,379693.5419837677,3.0,1,방송통신시설,주택외건물
map2,3866,230975.72335492529,379645.4704081899,3.0,1,방송통신시설,무벽건물
map2,3867,230953.4177215119,380150.1996464773,3.0,1,업무시설,무벽건물
map2,3868,229461.4843663639,380354.8400157687,9.0,3,교육연구시설,주택외건물
map2,3869,229499.97609385205,379832.8782232332,45.0,15,주택,아파트
map2,3870,229486.27348911032,379742.9772154141,45.0,15,주택,아파트
map2,3871,229376.95027833388,380493.9579350109,3.0,1,교육연구시설,주택외건물
map2,3872,229379.16056652274,380458.7555696871,6.0,2,교육연구시설,주택외건물
map2,3873,229376.39725243885,380716.98553576384,3.0,1,교육연구시설,주택외건물
map2,3874,229374.51294126126,380502.73777874897,3.0,1,교육연구시설,주택외건물
map2,3875,229365.9650737883,380531.8972943716,3.0,1,교육연구시설,주택외건물
map2,3876,230114.56186214517,379170.4851369645,3.0,1,종교시설,주택외건물
map2,3877,229637.44325791582,379222.3873761846,72.0,24,주택,아파트
map2,3878,229598.99677399054,379188.85655047576,60.0,20,주택,아파트
map2,3879,230095.06915057005,379180.87324298214,3.0,1,종교시설,주택외건물
map2,3880,229907.86780305416,379643.7302928943,12.0,4,주택,아파트
map2,3881,229947.13069944346,379611.40285506775,12.0,4,주택,아파트
map2,3882,229899.96980097968,379582.72296011593,12.0,4,주택,아파트
