source,building_id,longitude,latitude,height_m,층수,용도,종류
map1,1427,227790.03316051044,380256.78638850094,3.0,1,주택,일반주택
map1,1428,227802.571446435,380260.4065932316,3.0,1,주택,일반주택
map1,1429,227815.05868613484,380296.2281489734,3.0,1,주택,일반주택
map1,1430,227775.33504518913,380287.04910441034,3.0,1,주택,일반주택
map1,1431,227760.61012887585,380292.9318418112,3.0,1,주택,일반주택
map1,1432,227759.31457139514,380377.226287713,3.0,1,주택,일반주택
map1,1433,227757.76325861196,380340.15058171545,3.0,1,동물및식물관련시설,무벽건물
map1,1434,227778.6254948417,380337.5677269899,3.0,1,기타시설,무벽건물
map1,1435,227773.85549784545,380335.22160428244,3.0,1,주택,일반주택
map1,1436,227769.43026027974,380346.4941170355,3.0,1,주택,일반주택
map1,1437,227780.80055984706,380144.37048322917,3.0,1,주택,일반주택
map1,1438,227752.33682581517,380180.8500518016,3.0,1,주택,일반주택
map1,1439,227758.8673486381,380157.1000762738,3.0,1,주택,일반주택
map1,1440,227760.93079828404,380367.9706253482,3.0,1,주택,일반주택
map1,1441,227767.14419826926,380374.32874706626,3.0,1,주택,일반주택
map1,1442,227818.2053115533,380423.8915236683,3.0,1,주택,일반주택
map1,1443,229272.45101831673,380554.8270629917,57.0,19,주택,아파트
map1,1444,229271.8608612456,380687.48214279616,66.0,22,주택,아파트
map1,1445,229290.48670640137,380501.70306340547,3.0,1,근린생활시설,무벽건물
map1,1446,229240.0704600928,380726.94384966465,3.0,1,근린생활시설,무벽건물
map1,1447,229244.3288176874,380728.752121617,3.0,1,근린생활시설,무벽건물
map1,1448,229040.55718841497,380690.5279067538,3.0,1,교육연구시설,무벽건물
map1,1449,228937.37730415806,380735.4896496156,3.0,1,교육연구시설,주택외건물
map1,1450,229071.71460852498,380715.89717867284,3.0,1,교육연구시설,가건물
map1,1451,228827.10093822252,380801.4520044842,3.0,1,교육연구시설,가건물
map1,1452,228839.77245723834,380805.73929165123,3.0,1,교육연구시설,무벽건물
map1,1453,228871.10928394744,380812.0915560401,3.0,1,교육연구시설,무벽건물
map1,1454,228720.7743220627,380709.00811240624,3.0,1,교육연구시설,무벽건물
map1,1455,228546.44710668817,380602.9022726947,9.0,3,교육연구시설,주택외건물
map1,1456,228679.09924380606,380707.57752910454,3.0,1,교육연구시설,주택외건물
map1,1457,228680.8653716029,380721.5859542536,3.0,1,교육연구시설,주택외건물
map1,1458,228686.9349937278,380718.99812602083,3.0,1,교육연구시설,무벽건물
map1,1459,228684.61122049426,380706.8920573196,3.0,1,교육연구시설,무벽건물
map1,1460,228286.27183536137,380825.4823751011,3.0,1,교육연구시설,주택외건물
map1,1461,228575.42514523826,380793.28404933494,3.0,1,교육연구시설,무벽건물
map1,1462,228479.66449837972,380540.5413533618,6.0,2,교육연구시설,주택외건물
map1,1463,228487.21502049526,380789.6237182426,3.0,1,교육연구시설,무벽건물
map1,1464,228521.71125286462,380578.60213290114,3.0,1,교육연구시설,무벽건물
map1,1465,228527.0256765048,380523.9950110801,3.0,1,교육연구시설,무벽건물
map1,1466,228536.80205022363,380611.64541018003,3.0,1,교육연구시설,무벽건물
map1,1467,228522.7629503392,380624.7761119474,6.0,2,교육연구시설,주택외건물
map1,1468,228527.55116533642,380786.90912840766,6.0,2,교육연구시설,주택외건물
map1,1469,228239.39654401422,380789.25868095865,3.0,1,교육연구시설,무벽건물
map1,1470,228213.29610682317,380789.71037591255,3.0,1,교육연구시설,주택외건물
map1,1471,228276.24278064858,380767.45290876913,6.0,2,교육연구시설,주택외건물
map1,1472,228338.18622709194,380731.5408465201,3.0,1,교육연구시설,주택외건물
map1,1473,228366.26664359632,380676.62022173003,3.0,1,교육연구시설,주택외건물
map1,1474,228697.90758004083,380691.1087564931,3.0,1,교육연구시설,주택외건물
map1,1475,228714.3514254825,380700.93176641775,3.0,1,교육연구시설,주택외건물
map1,1476,228687.930264439,380481.83078967954,3.0,1,교육연구시설,주택외건물
map1,1477,228504.863109563,380640.56525940174,3.0,1,교육연구시설,주택외건물
map1,1478,228557.3932367469,380591.4205895674,3.0,1,교육연구시설,무벽건물
map1,1479,228388.50528682955,380764.16503459064,6.0,2,교육연구시설,주택외건물
map1,1480,228375.32262968714,380744.41829506133,6.0,2,교육연구시설,주택외건물
map1,1481,228635.37814182075,380695.5188946725,15.0,5,교육연구시설,주택외건물
map1,1482,228363.3198939185,380668.4480326449,3.0,1,교육연구시설,무벽건물
map1,1483,228581.96611569123,380598.4382877167,3.0,1,교육연구시설,무벽건물
map1,1484,228590.11676747585,380646.56049077987,3.0,1,교육연구시설,무벽건물
map1,1485,228213.35476220812,380833.53488323087,3.0,1,교육연구시설,주택외건물
map1,1486,228795.9853026605,380255.18678195827,3.0,1,교육연구시설,주택외건물
map1,1487,228515.35646395345,380340.6013367905,3.0,1,교육연구시설,주택외건물
map1,1488,228493.78009956566,380419.6737081313,3.0,1,교육연구시설,주택외건물
map1,1489,228656.86044421108,380430.10398665443,3.0,1,교육연구시설,무벽건물
map1,1490,228665.73059003157,380421.68860430823,3.0,1,교육연구시설,무벽건물
map1,1491,228715.85178339513,380416.39459846093,3.0,1,교육연구시설,무벽건물
map1,1492,228674.78661800688,380416.9719515264,3.0,1,교육연구시설,무벽건물
map1,1493,228645.98858856104,380116.68640037585,3.0,1,교육연구시설,무벽건물
map1,1494,228449.23638611575,380304.917474477,3.0,1,교육연구시설,무벽건물
map1,1495,228738.69567639133,380451.1879592907,21.0,7,교육연구시설,주택외건물
map1,1496,228737.81246654253,380200.5475347392,3.0,1,교육연구시설,무벽건물
map1,1497,228696.51300033447,380366.44133046526,3.0,1,교육연구시설,주택외건물
map1,1498,228692.8424265303,380363.1848393531,3.0,1,교육연구시설,주택외건물
map1,1499,228702.1497782605,380294.22862719535,6.0,2,교육연구시설,주택외건물
map1,1500,228571.6136214237,380352.83435765875,6.0,2,교육연구시설,주택외건물
map1,1501,228650.58613091757,380388.3747433079,3.0,1,교육연구시설,무벽건물
map1,1502,228603.02988322783,380388.5540841881,6.0,2,교육연구시설,주택외건물
map1,1503,228660.05650420583,380434.013890698,3.0,1,교육연구시설,주택외건물
map1,1504,228642.42378862278,380420.24246256676,9.0,3,교육연구시설,주택외건물
map1,1505,228731.73347733603,380335.49681287585,9.0,3,교육연구시설,주택외건물
map1,1506,228727.83685542748,380366.13005321973,3.0,1,교육연구시설,무벽건물
map1,1507,228412.0936528887,380329.72644004517,3.0,1,교육연구시설,주택외건물
map1,1508,228486.22987175634,380335.5442481902,3.0,1,교육연구시설,주택외건물
map1,1509,228689.08752808368,380331.0095629005,3.0,1,교육연구시설,무벽건물
map1,1510,228697.91684264093,380233.7403265431,3.0,1,교육연구시설,주택외건물
map1,1511,228669.2960054933,380298.62583783973,3.0,1,교육연구시설,주택외건물
map1,1512,228640.44028586737,380377.66198263114,3.0,1,교육연구시설,무벽건물
map1,1513,228663.13435145302,380304.6469863664,3.0,1,교육연구시설,주택외건물
map1,1514,228607.28948567834,380318.1407811867,3.0,1,교육연구시설,주택외건물
map1,1515,228465.89206847412,380392.943472196,3.0,1,교육연구시설,무벽건물
map1,1516,228575.7825645242,380373.2784734137,3.0,1,교육연구시설,무벽건물
map1,1517,228617.78340615507,380227.7256970967,6.0,2,교육연구시설,주택외건물
map1,1518,228536.03191735825,380304.333874253,6.0,2,교육연구시설,주택외건물
map1,1519,228707.14006062446,380424.85275762295,3.0,1,교육연구시설,주택외건물
map1,1520,228700.085531246,380341.16908608703,3.0,1,교육연구시설,무벽건물
map1,1521,228705.42137256687,380227.1889121927,3.0,1,교육연구시설,무벽건물
map1,1522,228711.37150781392,380420.65994971327,3.0,1,교육연구시설,주택외건물
map1,1523,228730.57806990435,380187.84829805436,3.0,1,교육연구시설,주택외건물
map1,1524,228751.3628550545,380344.17518381786,3.0,1,교육연구시설,주택외건물
map1,1525,228733.97888053095,380194.4204813794,3.0,1,교육연구시설,무벽건물
map1,1526,228755.31206968898,380340.6370780038,3.0,1,교육연구시설,주택외건물
map1,1527,228772.9949416011,380261.89352764294,3.0,1,교육연구시설,주택외건물
map1,1528,228688.40964965464,380167.9164744833,3.0,1,교육연구시설,주택외건물
map1,1529,228456.7682497335,380365.11736544373,3.0,1,교육연구시설,주택외건물
map1,1530,228467.78749009877,380354.9268805872,3.0,1,교육연구시설,주택외건물
map1,1531,228646.64309084835,380183.0171968492,3.0,1,교육연구시설,주택외건물
map1,1532,228665.99391654416,380201.18704280356,3.0,1,교육연구시설,주택외건물
map1,1533,228645.10953833495,380201.97910093796,6.0,2,교육연구시설,주택외건물
map1,1534,228720.2788245552,380475.9506611504,3.0,1,교육연구시설,무벽건물
map1,1535,228766.74446082365,380436.7882680087,3.0,1,교육연구시설,무벽건물
map1,1536,228862.01771019577,380405.93939528207,9.0,3,교육연구시설,주택외건물
map1,1537,228899.42297223056,380436.483522364,6.0,2,교육연구시설,주택외건물
map1,1538,229004.913662688,380486.49824427103,3.0,1,교육연구시설,주택외건물
map1,1539,228979.20917385697,380410.3763289574,9.0,3,교육연구시설,주택외건물
map1,1540,228953.46333202437,380387.24414061825,9.0,3,교육연구시설,주택외건물
map1,1541,228945.03291954356,380431.49969284574,3.0,1,교육연구시설,무벽건물
map1,1542,228950.41211844687,380437.3965578926,3.0,1,교육연구시설,무벽건물
map1,1543,228966.79911282973,380485.2654937061,6.0,2,교육연구시설,주택외건물
map1,1544,228929.99173389995,380460.09482054913,9.0,3,교육연구시설,주택외건물
map1,1545,228921.37937523468,380347.92163593293,12.0,4,교육연구시설,주택외건물
map1,1546,228793.42135807755,380418.62861265615,3.0,1,교육연구시설,가건물
map1,1547,228811.66136475574,380285.7196810666,3.0,1,교육연구시설,주택외건물
map1,1548,229090.7489984394,380085.40999602544,6.0,2,교육연구시설,주택외건물
map1,1549,229259.9915738465,380257.8356645686,3.0,1,교육연구시설,무벽건물
map1,1550,229256.3206449247,380192.9967904116,3.0,1,교육연구시설,무벽건물
map1,1551,229203.3710678074,380195.91413016134,3.0,1,교육연구시설,무벽건물
map1,1552,228943.58432145324,380221.0018484282,3.0,1,교육연구시설,가건물
map1,1553,229134.45039142278,380178.29926965747,9.0,3,교육연구시설,주택외건물
map1,1554,229066.10274831217,380264.9653082472,3.0,1,교육연구시설,주택외건물
map1,1555,229075.53032227387,380182.3733049895,6.0,2,교육연구시설,주택외건물
map1,1556,229060.18093577013,380283.1860554811,3.0,1,교육연구시설,주택외건물
map1,1557,229183.98083849266,379944.3053406631,3.0,1,교육연구시설,주택외건물
map1,1558,229231.69401815278,380226.58339319186,9.0,3,교육연구시설,주택외건물
map1,1559,229192.5738746694,380051.6033054252,3.0,1,교육연구시설,주택외건물
map1,1560,229094.431594986,380199.37592682656,3.0,1,교육연구시설,무벽건물
map1,1561,229092.24189157446,380163.2380010299,3.0,1,교육연구시설,무벽건물
map1,1562,228921.2653203608,379920.8336571037,12.0,4,교육연구시설,주택외건물
map1,1563,229135.66870442283,379919.92084821814,3.0,1,교육연구시설,주택외건물
map1,1564,228989.15240084054,380107.09396177396,45.0,15,주택,아파트
map1,1565,228973.27345172036,380023.80706308683,45.0,15,주택,아파트
map1,1566,228941.59878708955,380054.05350940925,45.0,15,주택,아파트
map1,1567,228940.2950716704,380103.4842453823,45.0,15,주택,아파트
map1,1568,228930.78161533686,380041.5259075306,3.0,1,근린생활시설,무벽건물
map1,1569,229159.02637297945,379921.45830531645,15.0,5,교육연구시설,주택외건물
map1,1570,229142.8163817593,379881.72766969574,12.0,4,교육연구시설,주택외건물
map1,1571,229118.34471642697,379922.31940393423,12.0,4,교육연구시설,주택외건물
map1,1572,228974.41048567666,379973.7074076826,15.0,5,교육연구시설,주택외건물
map1,1573,229036.30286185315,379992.5552853391,12.0,4,교육연구시설,주택외건물
map1,1574,229011.46079725554,379926.67704370833,12.0,4,교육연구시설,주택외건물
map1,1575,228972.992705932,379915.7416185118,12.0,4,교육연구시설,주택외건물
map1,1576,229075.61266807397,380006.3654443914,12.0,4,교육연구시설,주택외건물
map1,1577,229091.38549899778,379964.53597308305,12.0,4,교육연구시설,주택외건물
map1,1578,229058.74216690002,379949.4248935927,12.0,4,교육연구시설,주택외건물
map1,1579,229010.57805878186,379973.84802591195,12.0,4,교육연구시설,주택외건물
map1,1580,229035.8415259808,380045.50353665894,12.0,4,교육연구시설,주택외건물
map1,1581,228871.5838824232,379880.1086836092,9.0,3,교육연구시설,주택외건물
map1,1582,228829.75593344076,379909.7867954928,9.0,3,교육연구시설,주택외건물
map1,1583,228800.86319718926,379895.86814145086,9.0,3,교육연구시설,주택외건물
map1,1584,228911.03155065968,379987.69057837623,3.0,1,교육연구시설,주택외건물
map1,1585,228403.00970374388,378351.4094626184,3.0,1,근린생활시설,무벽건물
map1,1586,228396.95936936123,378346.67830689927,3.0,1,근린생활시설,주택외건물
map1,1587,228406.853603653,378345.98965223914,3.0,1,근린생활시설,무벽건물
map1,1588,227897.071622233,378296.0298762958,3.0,1,기타시설,가건물
map1,1589,228384.32859557244,378432.75720700785,3.0,1,근린생활시설,무벽건물
map1,1590,228384.67060579176,378438.0926067723,3.0,1,근린생활시설,무벽건물
map1,1591,228306.2046019305,378493.45385739085,3.0,1,교육연구시설,무벽건물
map1,1592,228329.65397494126,378468.34567973943,9.0,3,교육연구시설,주택외건물
map1,1593,228499.05193586426,378431.68883219926,3.0,1,근린생활시설,주택외건물
map1,1594,228367.2195606817,378427.7164259859,3.0,1,근린생활시설,주택외건물
map1,1595,228488.74537311727,378433.54881598556,3.0,1,근린생활시설,무벽건물
map1,1596,228358.8876658835,378409.22600679443,3.0,1,근린생활시설,무벽건물
map1,1597,228440.55097637934,378373.68213936134,63.0,21,주택,아파트
map1,1598,228384.05365094118,378394.59066771617,63.0,21,주택,아파트
map1,1599,228517.70795596763,378413.4080250236,57.0,19,주택,아파트
map1,1600,228479.1285277131,378393.5575987394,57.0,19,주택,아파트
map1,1601,228337.55041313136,378533.0585585471,12.0,4,교육연구시설,주택외건물
map1,1602,228412.75029459098,378394.92765000946,3.0,1,근린생활시설,무벽건물
map1,1603,228543.14942747567,378424.46026465343,12.0,4,주택,연립주택
map1,1604,228383.1785682689,378354.367060245,3.0,1,근린생활시설,무벽건물
map1,1605,228307.69453019998,378451.68438249,3.0,1,교육연구시설,무벽건물
map1,1606,228581.93005596008,378529.2536093438,9.0,3,근린생활시설,주택외건물
map1,1607,227811.33512104634,378458.7612168927,3.0,1,기타시설,무벽건물
map1,1608,227865.1512973453,378473.90892779984,3.0,1,기타시설,무벽건물
map1,1609,227848.7270003133,378419.6535177002,6.0,2,기타시설,주택외건물
map1,1610,227866.7972009284,378483.64200420346,3.0,1,기타시설,주택외건물
map1,1611,227866.98804673043,378477.84525358304,3.0,1,기타시설,주택외건물
map1,1612,227822.57020686413,378461.52856575436,3.0,1,기타시설,주택외건물
map1,1613,228564.58725493486,378524.05941369437,6.0,2,근린생활시설,주택외건물
map1,1614,228543.02382944926,378512.60989788995,6.0,2,근린생활시설,주택외건물
map1,1615,228523.1907842074,378499.34553912195,9.0,3,근린생활시설,주택외건물
map1,1616,228474.32082367805,378517.56876299286,18.0,6,근린생활시설,주택외건물
map1,1617,228431.5580225743,378522.94530873065,3.0,1,종교시설,주택외건물
map1,1618,228490.11444021578,378484.9591315897,3.0,1,판매시설,무벽건물
map1,1619,228357.28326606337,378372.8584549669,3.0,1,기타시설,주택외건물
map1,1620,228289.7467952547,378403.91866204405,3.0,1,기타시설,주택외건물
map1,1621,227891.6052680544,378499.63693507976,3.0,1,기타시설,주택외건물
map1,1622,227890.88488955135,378511.5303265936,3.0,1,기타시설,주택외건물
map1,1623,228432.83325441444,378496.0393485989,3.0,1,근린생활시설,주택외건물
map1,1624,228600.86619481407,378506.9511957958,6.0,2,근린생활시설,주택외건물
map1,1625,228613.68759910096,378461.0916225775,12.0,4,주택,연립주택
map1,1626,228600.44721975466,378454.19071959745,12.0,4,주택,연립주택
map1,1627,228585.1580181454,378445.02486195456,12.0,4,주택,연립주택
map1,1628,228466.04473920184,378462.0385252368,12.0,4,주택,연립주택
map1,1629,228446.8215499311,378464.00526232296,12.0,4,주택,연립주택
map1,1630,228458.36593771336,378440.476652214,12.0,4,주택,연립주택
map1,1631,228571.85657185412,378439.03620477486,12.0,4,주택,연립주택
map1,1632,228538.1342586522,378467.5634975536,6.0,2,주택,연립주택
map1,1633,228547.32359645446,378485.41583433305,3.0,1,자동차관련시설,주택외건물
map1,1634,228409.26056553953,378425.744179241,6.0,2,주택,일반주택
map1,1635,228399.80382629257,378442.11670817476,6.0,2,주택,일반주택
map1,1636,228562.61778644417,378470.34360554384,3.0,1,자동차관련시설,주택외건물
map1,1637,228495.02270250523,378467.4791679797,3.0,1,판매시설,주택외건물
map1,1638,228573.8548911963,378512.20356791624,3.0,1,근린생활시설,주택외건물
map1,1639,228562.03516357238,378501.78493107087,3.0,1,근린생활시설,주택외건물
map1,1640,228643.31293960527,378460.9628906867,3.0,1,근린생활시설,무벽건물
map1,1641,228421.78068261812,378421.881836162,3.0,1,기타시설,무벽건물
map1,1642,228531.85292013545,378495.0249630351,3.0,1,근린생활시설,주택외건물
map1,1643,228606.20716735083,378497.6673252873,3.0,1,근린생활시설,주택외건물
map1,1644,228622.69974847868,378507.1665130371,15.0,5,주택,연립주택
map1,1645,228584.23383545256,378485.9285239584,12.0,4,주택,연립주택
map1,1646,228637.87020356875,378526.07253666536,12.0,4,주택,연립주택
map1,1647,228644.89289078856,378511.49414674885,12.0,4,주택,연립주택
map1,1648,228558.3075960809,378433.2728937273,12.0,4,주택,연립주택
map1,1649,228450.78911616857,378530.85031502834,3.0,1,자동차관련시설,주택외건물
map1,1650,228641.15714567088,378470.5924673578,3.0,1,근린생활시설,주택외건물
map1,1651,227739.23047152776,378413.7174185782,3.0,1,기타시설,가건물
map1,1652,228426.23060575692,378435.0172717447,3.0,1,기타시설,가건물
map1,1653,228012.027730261,378445.6699475919,3.0,1,기타시설,가건물
map1,1654,228008.2142352368,378438.5031635094,3.0,1,기타시설,가건물
map1,1655,228434.89407439608,378512.3418913449,6.0,2,근린생활시설,주택외건물
map1,1656,228501.94030468553,378548.8172772273,12.0,4,주택,연립주택
map1,1657,228446.36439012014,378575.07801996777,12.0,4,근린생활시설,주택외건물
map1,1658,228426.00589769744,378557.1387510656,3.0,1,근린생활시설,주택외건물
map1,1659,228416.87983349655,378564.8280579974,3.0,1,근린생활시설,주택외건물
map1,1660,228338.24335880287,378587.9953436672,3.0,1,근린생활시설,무벽건물
map1,1661,228574.15351097603,378571.86419426696,3.0,1,주택,일반주택
map1,1662,228584.35354609106,378578.3945936936,3.0,1,기타시설,무벽건물
map1,1663,228501.38463590082,378560.6210501062,3.0,1,기타시설,무벽건물
map1,1664,228486.9705095607,378563.42905643384,3.0,1,기타시설,무벽건물
map1,1665,228488.98582033746,378559.7348081415,3.0,1,기타시설,무벽건물
map1,1666,227819.1215626836,378580.95834838704,3.0,1,근린생활시설,주택외건물
map1,1667,228317.27730382822,378549.5204876392,3.0,1,교육연구시설,무벽건물
map1,1668,228309.09842474284,378545.2950975628,3.0,1,교육연구시설,무벽건물
map1,1669,228302.0266467224,378541.79854965763,3.0,1,교육연구시설,무벽건물
map1,1670,228342.62670754,378600.19240791723,54.0,18,주택,아파트
map1,1671,228350.59480618717,378533.02244400076,3.0,1,교육연구시설,주택외건물
map1,1672,227779.9187209888,378586.8344120263,3.0,1,주택,일반주택
map1,1673,228418.8210901051,378570.8756262299,3.0,1,기타시설,무벽건물
map1,1674,228472.49817350833,378540.76723962073,3.0,1,자동차관련시설,무벽건물
map1,1675,228441.85886113872,378550.7554444538,3.0,1,자동차관련시설,주택외건물
map1,1676,228615.15949353794,378535.662239266,12.0,4,주택,연립주택
map1,1677,228609.2512995357,378547.8022897793,12.0,4,주택,연립주택
map1,1678,228626.3857656827,378553.8186354852,12.0,4,주택,연립주택
map1,1679,228418.72215034417,378591.4252238249,9.0,3,근린생활시설,주택외건물
map1,1680,228612.6800070705,378584.9345727386,6.0,2,근린생활시설,주택외건물
map1,1681,228536.9203213986,378581.3585663079,12.0,4,주택,연립주택
map1,1682,228504.99559661894,378531.9619415521,12.0,4,근린생활시설,주택외건물
map1,1683,228544.83145206454,378564.60879710125,12.0,4,근린생활시설,주택외건물
map1,1684,228560.46230330714,378582.92076919076,6.0,2,주택,연립주택
map1,1685,228392.44085198795,378571.18866927165,3.0,1,근린생활시설,주택외건물
map1,1686,228412.1168507834,378543.0227916462,6.0,2,노유자(노인및어린이)시설,주택외건물
map1,1687,228445.57019783594,378544.04451371747,6.0,2,자동차관련시설,주택외건물
map1,1688,228550.78577778663,378553.19644678634,9.0,3,근린생활시설,주택외건물
map1,1689,228569.6231689758,378564.2343462416,3.0,1,근린생활시설,주택외건물
map1,1690,228603.166794118,378580.80295482144,6.0,2,근린생활시설,주택외건물
map1,1691,228517.51722111524,378537.15067593293,9.0,3,근린생활시설,주택외건물
map1,1692,228523.24137507172,378556.69837439904,3.0,1,주택,일반주택
map1,1693,228530.57500269133,378543.1910862483,6.0,2,근린생활시설,주택외건물
map1,1694,228402.89144883165,378559.0297141774,3.0,1,주택,일반주택
map1,1695,228408.62548745415,378578.30208459205,3.0,1,주택,일반주택
map1,1696,228395.8518074752,378566.0901721108,3.0,1,기타시설,무벽건물
map1,1697,228572.6147308146,378588.5111097831,12.0,4,주택,연립주택
map1,1698,228398.71020057183,378585.10887328646,3.0,1,근린생활시설,주택외건물
map1,1699,228515.79245448133,378573.36559720477,9.0,3,근린생활시설,주택외건물
map1,1700,228596.06532267953,378533.2535863896,9.0,3,근린생활시설,주택외건물
map1,1701,228583.28378592784,378569.36350505886,6.0,2,근린생활시설,주택외건물
map1,1702,228600.08563108742,378586.944804664,3.0,1,기타시설,무벽건물
map1,1703,228522.44314771713,378547.6682985725,3.0,1,주택,일반주택
map1,1704,228438.69629027517,378534.3676044706,3.0,1,종교시설,주택외건물
map1,1705,228474.06967141273,378537.47167355916,3.0,1,자동차관련시설,주택외건물
map1,1706,228610.2465563519,378525.0357541417,3.0,1,근린생활시설,무벽건물
map1,1707,228502.931708108,378539.73649126594,3.0,1,근린생활시설,주택외건물
map1,1708,228512.65358006879,378543.1868333248,3.0,1,근린생활시설,주택외건물
map1,1709,228496.42801009738,378592.55393667903,3.0,1,기타시설,무벽건물
map1,1710,228501.36785210302,378582.1612994412,3.0,1,기타시설,무벽건물
map1,1711,228507.6112330572,378569.9341169408,3.0,1,기타시설,무벽건물
map1,1712,228447.58302034784,378535.8344372251,3.0,1,자동차관련시설,주택외건물
map1,1713,228429.33588937024,378529.7531988058,3.0,1,종교시설,무벽건물
map1,1714,228408.41857124565,378558.940441695,3.0,1,기타시설,무벽건물
map1,1715,228397.44968459048,378574.6810794123,3.0,1,기타시설,무벽건물
map1,1716,228519.6900619368,378544.9260045944,3.0,1,기타시설,무벽건물
map1,1717,228421.20485893456,378567.26275497413,3.0,1,기타시설,가건물
map1,1718,228352.76509933532,378563.93882471434,3.0,1,교육연구시설,주택외건물
map1,1719,228348.75933073365,378785.31732703233,3.0,1,근린생활시설,주택외건물
map1,1720,228346.6461364007,378784.8201591953,3.0,1,근린생활시설,무벽건물
map1,1721,227718.75549763715,378794.4915284466,3.0,1,기타시설,무벽건물
map1,1722,227769.72162575787,378696.62645477505,3.0,1,주택,일반주택
map1,1723,228305.10352997773,378672.93227764615,3.0,1,근린생활시설,주택외건물
map1,1724,228307.15910372802,378659.8010170259,3.0,1,근린생활시설,무벽건물
map1,1725,228316.722523222,378640.86521351204,3.0,1,근린생활시설,무벽건물
map1,1726,228328.6065817448,378606.9579770373,3.0,1,근린생활시설,무벽건물
map1,1727,228438.39921714252,378761.5446051507,3.0,1,근린생활시설,주택외건물
map1,1728,228607.15122904,378632.7949280241,3.0,1,노유자(노인및어린이)시설,주택외건물
map1,1729,227719.17046540216,378776.9850970563,3.0,1,기타시설,무벽건물
map1,1730,228355.36850324887,378684.0340021036,3.0,1,근린생활시설,무벽건물
map1,1731,228359.6248464239,378677.89228718827,3.0,1,근린생활시설,무벽건물
map1,1732,228386.98886971045,378605.551653074,3.0,1,근린생활시설,가건물
map1,1733,228383.93967524357,378607.05809224333,3.0,1,근린생활시설,주택외건물
map1,1734,228366.3087422534,378745.17491021584,3.0,1,근린생활시설,주택외건물
map1,1735,228352.44259335365,378753.32382975984,6.0,2,근린생활시설,주택외건물
map1,1736,228421.7341914424,378626.47392345767,9.0,3,근린생활시설,주택외건물
map1,1737,228450.2352317652,378721.8673253473,66.0,22,주택,아파트
map1,1738,228383.5581582847,378800.675845338,45.0,15,주택,아파트
map1,1739,228434.28979167133,378781.7791225319,45.0,15,주택,아파트
map1,1740,228433.24042799784,378686.52003779984,3.0,1,근린생활시설,주택외건물
map1,1741,228463.9702319288,378612.1518629939,9.0,3,근린생활시설,주택외건물
map1,1742,228321.1128937773,378652.9949150378,57.0,19,주택,아파트
map1,1743,228314.27268514357,378753.17952209397,45.0,15,주택,아파트
map1,1744,228289.8308364834,378802.773955699,48.0,16,주택,아파트
map1,1745,228408.85541836094,378752.37286436657,6.0,2,노유자(노인및어린이)시설,주택외건물
map1,1746,228371.63825983778,378646.28981292975,51.0,17,주택,아파트
map1,1747,228349.54147652732,378707.1070600166,51.0,17,주택,아파트
map1,1748,228395.2838999953,378613.00962884957,3.0,1,근린생활시설,주택외건물
map1,1749,228388.4025020536,378640.8529947128,3.0,1,근린생활시설,주택외건물
map1,1750,228354.53371637405,378771.16302794,3.0,1,근린생활시설,주택외건물
map1,1751,228386.18037216592,378683.4470267619,3.0,1,근린생활시설,주택외건물
map1,1752,228467.79761677916,378621.1177447228,3.0,1,주택,일반주택
map1,1753,228330.36919264562,378740.6280341493,3.0,1,근린생활시설,무벽건물
map1,1754,228362.6506796885,378743.0567892528,3.0,1,근린생활시설,무벽건물
map1,1755,228320.0054022044,378733.10506670637,3.0,1,근린생활시설,무벽건물
map1,1756,228587.01132138819,378595.3213497369,6.0,2,근린생활시설,주택외건물
map1,1757,227779.4690502553,378609.308822079,6.0,2,주택,일반주택
map1,1758,228468.28647253072,378691.8161606767,6.0,2,주택,연립주택
map1,1759,228528.41502904135,378598.06912072795,9.0,3,근린생활시설,주택외건물
map1,1760,228507.5003205299,378663.5156303356,9.0,3,주택,연립주택
map1,1761,228442.7135772106,378656.75852371805,9.0,3,주택,연립주택
map1,1762,228453.38406296496,378636.26688833087,9.0,3,주택,연립주택
map1,1763,228490.81080882688,378624.7489259323,9.0,3,근린생활시설,주택외건물
map1,1764,228453.3388754926,378673.876182009,3.0,1,주택,일반주택
map1,1765,228468.33771599855,378642.80701293785,3.0,1,근린생활시설,주택외건물
map1,1766,228483.61820445186,378699.3344330804,6.0,2,주택,연립주택
map1,1767,228499.50613456027,378707.22274651786,6.0,2,주택,연립주택
map1,1768,228600.61775074233,378600.5301580126,12.0,4,주택,연립주택
map1,1769,228614.83428717576,378625.51638436434,9.0,3,노유자(노인및어린이)시설,주택외건물
map1,1770,228518.95319922818,378615.1990988852,6.0,2,근린생활시설,주택외건물
map1,1771,228428.78765824763,378598.6124501243,6.0,2,근린생활시설,주택외건물
map1,1772,228483.33146220844,378678.1734722899,3.0,1,근린생활시설,주택외건물
map1,1773,228461.12301395423,378641.1708402417,6.0,2,근린생활시설,주택외건물
map1,1774,228645.13945139523,378626.12675898353,6.0,2,주택,일반주택
map1,1775,228476.39152476602,378620.43064879195,6.0,2,근린생활시설,주택외건물
map1,1776,228437.31006490858,378674.45651404787,9.0,3,근린생활시설,주택외건물
map1,1777,228510.27804246993,378633.95946485596,9.0,3,근린생활시설,주택외건물
map1,1778,228656.95609662298,378615.4964830922,6.0,2,근린생활시설,주택외건물
